파일명,주요 업무,자격요건,우대사항
job/DE/sources/jobkorea/txt/043c6cf4-e7b1-4bf2-935d-7a1f9fc8d98b.txt,담당업무,"자격요건


* 모두 석사병역특례 공고이므로, 지원 자격 확인 필수
* 이력서 내 세부 지원 분야 명시 필수

모집분야","우대사항]
- Criminal IP 관련, 사이버 위협 인텔리전스에 대한 이해도 보유자(포트폴리오 제출자) 
 백앤드
개발자
- Flask, FastAPI 기반의 REST API 개발
- 글로벌 B2C 서비스(CriminalIP)의 안정적이고 확장성 있는 인프라 설계 및 운영
- 클라우드 기반의 자사 개발 검색엔진 Criminal IP, ASM 등 SaaS 기반의 라이브 서비스 개발, 운영 및 유지보수
- 정보 수집 및 가공을 위한 Crawler 개발
- AWS, Azure, NHN Toast 등 다양한 클라우드 시스템을 이용한 MSA(MicroService Architecture) 구현
- 다양한 업무 담당자(DB 팀, 프론트엔드 팀, 마케팅 팀 등)와의 커뮤니케이션 및 협업
[지원자격]
- 컴퓨터, 인공지능(AI), 빅데이터 관련 석사 이상 전공자
- Slack 으로 의사소통하고, Jira 와 Confluence 사용을 중요하게 생각하는 에이아이스페라의 기업문화와 잘 맞는 분
- Python 을 이용한 서버 개발 경험
- REST API 에 대한 설계 및 개발 경험
- 5년 이상의 서버 개발 및 운영 경험
- 데이터베이스 스키마 설계 및 프로시저 구현 능력
- Git을 이용한 프로젝트 형상 관리 및 협업 경험
- AWS, Azure, NHN Toast 등 클라우드 서비스 활용 경험
- 주도적으로 할 일을 찾고 운영하는 시스템에 대한 책임감이 있으신 분

[우대사항]
- 서비스의 기획부터 출시, 운영까지 직접 실행해본 경험
- 글로벌 서비스를 위한 인프라 아키텍처 설계 및 개발 경험
- 네트워크 관련 기본적 지식을 보유한 분
- 해킹 / 보안 관련 기본적 지식을 보유한 분
- Docker, Kubernetes 경험자 우대
 인프라
엔지니어
 - PUBLIC cloud 서비스 운영 관리 및 system engineering (EC2, VPC, S3, RDS, ALB, Cloudfront 등)
- On-Premise 인프라 시스템 구축 및 운영 관리 (서버 OS와 가상화 시스템, 오픈소스 솔루션/ 어플리케이션 운영)
- 네트워크 인프라 설계, 구축 및 운영
- IT 서비스 운영 관리 및 성능 모니터링, 트러블슈팅
- 다양한 업무 담당자(DB 팀, 프론트엔드 팀, 마케팅 팀 등)와의 커뮤니케이션 및 협업
[지원자격]
- 컴퓨터, 인공지능(AI), 빅데이터 관련 석사 이상 전공자
- Slack과 email로 의사소통하고, Jira 와 Confluence 사용을 중요하게 생각하는 에이아이스페라의 기업문화와 잘 맞는 분
- 정보 시스템에 대한 기본적 이해도가 높은 분(Windows, Linux, DB, Network등)
- 인프라 운영에 필요한 네트워크 및 보안에 대한 기본 지식과 이를 기반으로한 구축 및 운영 경험이 있으신 분
- Public Cloud(AWS/Azure/GCP)에 대한 시스템운영 경험과 이해가 있으신 분
- 전반적인 업무들에 대해 주도적으로 접근하고 공유하실 수 있는 분
- 함께 즐겁게 소통하고 즐겁게 협업하실 분
- 새로운 기술과 지식을 배우고 발전하려는 자세를 가진 분

[우대사항]
- 모니터링 솔루션(Zabbix/Prometheus/Grafana) 구축 및 운영 경험이 있으신 분
- IaC(Terraform, Ansible) 를 통한 자동화 업무가 능숙하고 운영 경험이 있으신 분
- Jenkins, Github 등 배포관리 운영 경험이 있으신 분
- k8s, docker에 대한 지식 및 운영 경험이 있으신 분
- Shell Script, Python, Go 등 하나 이상의 언어에 능숙하신 분
 프론트엔드
개발자
 - AI SPERA 서비스의 신규 기능 개발 및 유지보수
- 레거시 개선 및 성능 최적화
[지원자격]
- 컴퓨터, 인공지능(AI), 빅데이터 관련 석사 이상 전공자
- 프론트엔드 개발 경험 2년 이상
- 2년 이상 javascript MVC 프레임워크 (React, AngularJS, Vue.js, etc)를 사용한 경험
- HTML, CSS, javascript에 대한 이해가 깊은 분
- UI/UX에 대한 개발 경험이 있으신 분
- 서비스 개선 경험 (UI/UX/성능 및 속도 이슈 등)
- 원활한 커뮤니케이션 능력

[우대사항]
- ECMAscript 2015와 같이 최신 자바스크립트 언어를 활용할 수 있는 역량
- Babel, Webpack과 같은 라이브러리를 활용하여 소스를 컴파일하고 개발환경을 구축할 수 있는 역량
- API 개발 및 유지보수 경험
- 큰 규모의 웹 서비스에서 최적화된 자바스크립트 구조를 고민해본 경험
- 자기 주도적인 개발 (라이브러리 및 오픈소스 기여 경험)
- 테스트 자동화 및 테스트 코드 작성 경험
- 애자일 스크럼 경험
파이썬
개발자
 - 자사 개발 보안 솔루션 Criminal IP 에 사용될 데이터 분석/개발 (제품종류 SaaS)
- 대용량데이터 처리와 데이터분석을 통한 인텔리전스/인사이트 개발
- 각종 자동화 시스템 개발
["
job/DE/sources/jobkorea/txt/044d5175-59bf-48a0-ab00-d3c54ae0b126.txt,"[담당업무]
그래픽 디자인
(홍보물, 홈페이지, 블로그 등)
홍보 관련 콘텐츠 개선 및 개발
(영상 기획 및 제작 경험 우대)
[지원자격]
학력 : 고졸이상
경력 : 2년이상
어도비 툴 활용 가능자
파워포인트, 엑셀 사용 가능자
[","자격요건
채용부서 모집부문","우대사항]
인디자인, 애프터이펙트 활용
가능자
영상 기획 및 제작 가능자
캐릭터 애니메이션 구현 가능한 자
0명 의정부
(본사)
개발 업무
(FULL STACK
엔지니어
(백엔드&프론트엔드))"
job/DE/sources/jobkorea/txt/04761afe-7454-44c5-9133-bb56381282bf.txt,"담당업무
ㆍ웹툰, 영상 등 창작자를 위한 AI 기술 개발
  - 컴퓨터 비전 및 이미지 생성 분야의 딥 러닝 모델 연구 개발
  - 이미지, 비디오 Foundation Model 연구 개발
  - 연구에 필요한 데이터 추출/가공/정제, 분산 학습
  - 창작 툴과 연계되는 파이프라인 개발","자격요건
AI Applied
Research Engineer","우대사항
ㆍ웹툰, 영상, 3D 애니메이션 등의 창작 과정에 대한 관심과 이해도가 높고 관련
    창작툴 개발 프로젝트에 참여한 경험이 있으신 분
ㆍDiffusion 등 이미지 생성 모델을 code level에서 다룬 연구/개발 유경험자
ㆍDetection, Segmentation 등 이미지에서의 인식 모델 관련 실무 및 연구 유경험자
ㆍ최근 발표된 이미지, 비디오, 오디오 등의 생성 모델에 대한 이해를 바탕으로 다양한 응용(활용) 경험자"
job/DE/sources/jobkorea/txt/04cb2946-a2e1-4c9a-8202-950afe3d64c8.txt,"담당업무
 - ERP / 자사몰 / 오더 시스템 운영 관리 및 고도화 - BI, MES, WMS  개발 / 도입 경험자
 - POS / KIOSK 운영 관리 및 고도화
 - 기타 전산 시스템 운영 관리","자격요건
 - 프랜차이즈(외식업) 근무 경험자
 - ERP 및 기관계 시스템 연동 운영 경험자
 - 관련 경력 3년 이상 9년 미만","우대사항
 - BI, MES, WMS  개발 / 도입 경험자
 - POS / KIOSK 운영 경험자
 - VAN, PG 이해도가 높은자
 - DB구성에 대한 이해도가 높은자
 근무조건
ㆍ근무형태 : 정규직(수습3개월)
ㆍ근무요일 : 주 5일(월~금)
ㆍ근무시간 : 09:00~18:00
ㆍ급여조건 : 면접 후 결정
ㆍ근무 주소지 : 서울시 중구 청계천로( 광화문역, 시청역 도보 5분 이내)

 복리후생
리프레시
연차 조직 문화
자유로운 연차사용, 정시 출/퇴근 권장
지원금/보험
각종 경조사 지원, 통신비 지원 근무 환경
자회사 제품할인
공정한 처우
평가에 따른 연봉 인상 및 승진"
job/DE/sources/jobkorea/txt/04f2afaa-8c87-4db8-9fb6-f373bbe7dbda.txt,"담당업무
1. Public Cloud Engineer
AWS, Azure, NCP, Google 등 Public Cloud Engineer
K8s, EKS, AKS Cluster 운영 가능자
Python, YMAL 등 Sctipt 작성 가능자
Linux, Windows 등 OS 운영 경험자


스킬
ㆍAWS, Azure, NCP, kubernetes, EKS, AKS, YAML, Python 

핵심역량
ㆍ 성실성, 꼼꼼함, 적응성, 계획성, 협동심","자격요건
클라우드 엔지니어
( 1명 )","우대사항
AWS, Azure 등 Public Cloud 자격증 소지자 우대  
Kubernetes 관련 자격증 소지자 우대
Java 및 Python 프로그래밍 언어 사용 가능
AWS, Azure Cloud의 Data Analytics 관련 엔지니어링 가능자"
job/DE/sources/jobkorea/txt/0518af9a-65f5-4d7b-9730-51ba54b2120e.txt,,,
job/DE/sources/jobkorea/txt/05b1a93c-4b85-449a-a85f-6ceeed5b2a48.txt,"담당업무
ㆍ고객사 상주 PC OA 유지보수

핵심역량
ㆍ 성실성, 꼼꼼함, 적응성","자격요건
전산장비 수리
( 2명 )

전산장비","우대사항
ㆍ전화업무 경험자
ㆍ장기근무 가능자
ㆍ해당근무 경력자"
job/DE/sources/jobkorea/txt/05e6959d-3642-451c-bef9-c3c667b490f4.txt,,"자격요건
Teleoperation Software Engineer 
( 0명 )
Teleoperation System(Teleoperation Software Engineer)
NVIDIA GeForce NOW와 같은 클라우드 게이밍 서비스에서는 real-time, 초저지연 제약 조건(150ms 이내)을 만족하며
미디어나 컨트롤 정보가 오고갈 수 있게 합니다. WoRV팀에서는 다양한 환경의 로봇을 원격으로 조종하기 위해 WebRTC 기반 Teleoperation System을 구축하고 있습니다.
미디어를 보내고 제어 신호를 받는다는 점에서 클라우드 게이밍 서비스의 핵심 기술을 개발하는 것과 똑같습니다.


핵심 업무
ㆍ실내 및 야외 환경에 배치되어있는 로봇들을 원격으로 조종할 수 있는 Teleoperation 서비스 개발
   - 초저지연 제약 조건(150ms 이내) 만족
   - 네트워크 상태에 따른 실시간 스트리밍 최적화 
   - 한명의 작업자가 여러 로봇을 동시에 관제할 수 있는(1 : N) 기술 개발

필수 역량
ㆍ최신 C++ 트랜드를 잘 따라가며, 이해하고 있으신 분
ㆍCS 기초와 엔지니어링 역량이 우수하신 분","우대사항
→ CS 기초와 엔지니어링 역량이 우수하신 분
? 컴퓨터 과학(운영체제, 자료구조, 알고리즘, 데이터베이스, 네트워크 등)에 대한 깊은 이해와 탄탄한 기본 지식을 보유하신 분
→ 배움에 망설임이 없으며 빠르게 배우시는 분
→ 전체 아키텍처에서 자신이 맡은 컴포넌트를 설계/개발할 뿐만 아니라 적극적인 소통을 통해
전반적인 시스템의 integration에 도움 주실 수 있는 분
포지션 및"
job/DE/sources/jobkorea/txt/06246f5a-8da0-4449-bac9-073aa9aceb13.txt,"담당업무
ㆍ인공지능 AI를 활용한 플렛폼 개발

핵심역량 
AI/ML 엔지니어
데이터 사이언티스트
백엔드 및 통합 엔지니어
프론트엔드 및 모바일 개발자","자격요건
AI/ML 인공지능 엔지니어
( ○명 )",우대사항
job/DE/sources/jobkorea/txt/06aaadb4-71e2-450c-af79-3632bfa9c8c5.txt,"담당업무
- 마스오토의 필드 엔지니어는 마스오토의 현장 오퍼레이션과 자율주행 트럭 개조 및 유지보수 등의 업무를 수행합니다.
- 상용 트럭에 자율주행 시스템을 위한 액추에이터, 센서마운트 등과 전장 시스템을 설치합니다.
- 원격 업데이트된 AI의 자율주행 성능을 테스트하고, 신규 오퍼레이터를 훈련하고, 트럭 유지보수를 수행합니다.
- AI가 학습 데이터를 모을 수 있는 인프라를 구축합니다. 이를테면 사람이 운전하는 트럭에 데이터 수집 디바이스를 설치하고, 소프트웨어가 잘 작동하는지 지속적으로 관리합니다.
- 서울 양재 중심으로 업무가 수행되지만, 업무 특성상 외근이 잦고 야간 작업이 필요한 경우가 많습니다.
- 미국 텍사스주 오스틴 출장 가능하신 분을 모시고 있습니다.
- 필드팀은 현재 4명이고, 5번째 멤버를 모시고 있습니다.","자격요건
[필수자격]
- 1종 보통면허 + 능숙한 운전실력
- 컴퓨터, IT기기, 소프트웨어 툴과 친한 성향
- 능숙한 공구사용
- 거친 환경에서도 살아남을 수 있는 멘탈

[","우대사항]
- 자동차에 대한 관심과 열정
- 대형트럭 운전, 물류운송 경험"
job/DE/sources/jobkorea/txt/0708402e-081f-4134-9974-9c771418f686.txt,"담당업무
ㆍLinux Application 개발
ㆍEdge Device 에 Linux 포팅
ㆍ다양한 프로토콜(TCP/UDP/Serial 통신) 구현
ㆍ차량 CAN 통신
ㆍRest API","자격요건
SW Engineer
( ○명 )","우대사항
ㆍIOT 장치 개발 경력자
ㆍ윈도우 C# 프로그램 경험자
ㆍ안드로이드 앱 개발 경험자
ㆍ데이터 분석 경험자"
job/DE/sources/jobkorea/txt/072e5ec6-a623-4ac0-a455-491bc078f08f.txt,"담당업무
ㆍCICD 자동화 플랫폼, 파이프라인 설계, 개발, 운영
ㆍ인프라 자동화 및 관리 도구 사용 (Terraform, Ansible 등)
ㆍ시스템 Observability 설계, 개발 / 성능 최적화
ㆍ시스템 모니터링 및 성능 최적화
ㆍ클라우드 서비스(AWS, Azure, GCP 등) 관리 및 운영
ㆍ보안, 백업 및 복구 전략 수립 및 시행","자격요건
DevOps Engineer",우대
job/DE/sources/jobkorea/txt/0753dd96-52ef-4d95-a0f5-889fc8a9c9d8.txt,,,
job/DE/sources/jobkorea/txt/075b928f-d85b-45b9-aa12-e8db6fd983e2.txt,,"자격요건
포지션
( 1명 )

당사는 계측기를 전문적으로 제조, 판매(국내, 국외)하는 업체로써 함께 근무할 파트너를 찾고 있습니다.
펌웨어, 하드웨어, 기구 파트에 다년간 근무한 선임자들이 있으며 시험 및 개발 파트에서 업무를 진행하며 제품 숙지 후 능력에 맞춰 
개발 업무를 확대해 나간다고 보시면 됩니다

[모집분야]  시험 및 부품 개발 담당자

[",
job/DE/sources/jobkorea/txt/07634460-ab13-4e0c-bc55-7138643ae77b.txt,"담당업무 
ㆍ개인(신용)정보 life-cycle 분석을 통한 보호조치 이행
ㆍ개인(신용)정보 보호 통제 설계, 프로세스 개선
ㆍ데이터 분류 및 비식별화 등 데이터 관리 방안 수립","자격요건
개인정보보호","우대사항
ㆍ수행 직무 관련 금융권 경력자
ㆍ국내외 정보보호 및 개인정보보호 관리체계 인증 심사원(ISMS-P, ISO27001, ISO27701 등)
ㆍ개인(신용)정보 보호 및 활용 관련 자격 보유자(CPPG, CISA, ADP, DAP 등)
지원자격
ㆍ국내/해외 4년제 대학교 이상 졸업자
ㆍ남성의 경우 군필 또는 면제자
ㆍ해외여행에 결격 사유가 없는자
ㆍ당사 사규상 채용에 결격 사유가 없는 자

우대사항
ㆍ「장애인고용촉진 및 직업재활법」에 의한 장애인
ㆍ「국가유공자 등 예우 및 지원에 관한 법률」에 의한 취업보호대상자"
job/DE/sources/jobkorea/txt/07be47d0-3f62-4805-9a5c-3077298f4a01.txt,"담당 업무 
- 국내 제품 설치, 업데이트 장애 대응
- 병원 내 제품 연동
- 국내 사이트 출장 

 ●","자격 요건
- 국내 출장에 결격 사유가 없으신 분 
- 고객 서비스 정신 및 의사 소통 능력을 갖추신 분 
- 기술적 문제를 빠르고 정확하게 진단 및 해결할 수 있는 분 
 
●",
job/DE/sources/jobkorea/txt/08074998-6042-42fc-8574-6e7456634329.txt,담당업무,"자격요건
    모집분야","우대사항]
■  자동화 시스템 개발 경력자
■  영상처리 시스템 개발 경력자
■  머신비전 관련분야 경력자
■  국내외 출장 가능하신 분 







0명 




전형절차
서류전형 > 실무/임원면접  > 최종합격
 ■  지원서 접수 ( 잡코리아 사이트 지원)
■  서류전형
■  실무/임원면접
■  최종 합격 

v반드시"
job/DE/sources/jobkorea/txt/0870398c-a4ff-4185-963c-c2591865942d.txt,"주요 업무
ㆍAzure Synapse, Databricks, Fabric을

  활용하여 전사 데이터 거버넌스 체계 수립
ㆍ고객 데이터 모델링 (ERD 작성)


ㆍ고객 데이터 표준화 및 구조 관리


ㆍ고객 데이터 품질 관리


ㆍ정형, 비정형 데이터 아키텍처 설계, 관리","자격요건
구분
내용
모집 규모
모집 분야
ㆍ빅데이터 분석 시스템 모델러, 데이터 아키텍트 
00명 (경력)",
job/DE/sources/jobkorea/txt/08ab68db-5c17-421a-bdd8-fb8b163211fa.txt,"담당 업무
♠ 컴퓨터 출장 A/S 및 수리
♠ PC 판매 및 업그레이드
♠ 데이터 복구

근무 시간 및 장소
♠ 근무 시간 : 평일 (월-금) 09시 ~ 18시
♠ 근무 장소 : 거주지 인근에서 근무

급여
♠ 프리랜서 월 평균 500~600만원 (80% 이상의 기사들이 500만원 이상 수령)
♠ 정규직 월 250만원 내외 (경력에 따라 협의 가능)

자격 조건 및 우대 사항
자격조건
ㆍ신체 건강한 자
ㆍ운전 가능자 및 차량 보유자
* 학력, 경력, 나이 관계없이 누구나 지원 가능합니다.",,
job/DE/sources/jobkorea/txt/08d3a4b4-c9e5-4ea8-9ebb-1fd6ed4d1807.txt,"주요업무
ㆍVISION 딥러닝/머신러닝 기반 영상 솔루션 연구 및 개발
ㆍ딥러닝/강화학습 기반 경로 계획 및 스케줄 최적화 알고리즘 개발
ㆍ기존 AI 고도화","자격요건 
ㆍ공학계열 (컴퓨터공학 또는 수학 전공 등)
ㆍVISION AI/딥러닝 연구 포함 개발 경력이 5년 이상 있는 분
ㆍPython(Pytorch, Tensorflow)  언어에 능숙하신 분
ㆍ협업 및 의사소통이 원활하신 분","우대사항
ㆍ학력: 대학원 석사 우대
ㆍVISION AI/딥러닝 연구 포함 개발 경력이 7년 이상 있는 분
ㆍOpenAI Gym, Ray와 같은 강화학습 프레임워크에 대한 경험이 있으신 분
ㆍ교통/물류 관련 예측 및 최적화 프로젝트 경험 혹은 영상 관련 프로젝트 경험이 있으신 분
ㆍAI 개발팀 운용 및 팀원 관리 경험이 있으신 분

근무조건
ㆍ 근무형태 : 정규직
ㆍ"
